PM10Lehen,NOXLehen,RFLehen,LTLehen,O3Lehen,PM10Rud,MOXRud,RPRud,LTRud,CORud,WG,WT,GS
9,NaN,52,20.3,45,10.3,49.5,47,21.3,0.3,1,259,490
8.6,NaN,50,20.8,52,9.8,64.7,45,21.5,0.32,1,276,533
7.6,10,47,21.2,64,134.6,46,43,21.4,0.25,2,329,402
7.5,8.6,48,21.2,68,105.3,56,45,21.3,0.31,2.3,323,436
7.1,NaN,48,21.2,70,34,47.3,45,21.3,0.33,1.8,320,385
7.6,NaN,48,21.1,71,13,41.5,46,21.1,0.27,1.2,353,319
7.6,7.5,49,21,69,15.1,67.9,47,21,0.35,0.8,323,250
NaN,8.3,50,20.9,65,16.8,63.8,48,21,0.37,1.8,359,163
8.5,12.9,54,20.4,53,14.2,73,50,20.6,0.43,2,8,77
10,20.6,58,19.6,34,12,69.2,52,20.1,0.35,1.3,359,35
11.8,31.2,67,17.8,14,17.1,56.5,55,19.1,0.41,1.6,281,8
15.5,45.5,74,16.2,5,19.1,208.9,62,17.8,0.95,1.2,239,4
16.8,55.2,77,15.4,2,33.2,203.8,70,16.5,0.99,0.9,154,3
19.5,56.5,79,14.7,2,38.8,204.3,72,16,0.9,1,197,3
21.1,56.4,82,13.9,2,32.7,155.9,75,15.3,0.87,0.7,164,3
23.6,55.2,84,13.4,2,36,121.1,78,14.5,0.68,1.2,135,3
28.6,62.6,86,13,2,26.1,138.3,82,13.8,0.69,1.5,136,2
22.8,53.2,87,12.7,2,25,82.9,84,13.2,0.49,1.1,137,2
21.5,42.3,88,12.3,2,24.1,80.3,84,13,0.46,1.3,155,2
21,35.2,89,12.1,2,18.9,69,83,13,0.37,1.7,167,2
20.7,41.4,90,11.8,2,19.8,64.6,85,12.4,0.39,1.7,137,2
19.8,42.6,90,11.5,2,22.8,71.5,88,11.8,0.48,2,142,2
NaN,NaN,92,10.9,2,22,41.7,86,11.9,0.31,2.7,146,2
19.4,34.4,92,10.8,3,18.4,35.3,85,11.8,0.3,3.2,138,2
16.9,33,90,10.9,2,18.8,26.7,87,11.4,0.29,2,154,3
14.4,25,90,10.8,7,16.2,22.7,89,10.9,0.28,3,146,2
12,14.5,86,11.3,20,13.5,12.7,79,12.3,0.19,3,157,2
11.5,11.9,86,11,20,12.3,13.3,76,12.3,0.2,4.4,147,2
10.3,9.7,86,10.7,NaN,8.1,20.3,81,11.5,0.21,3.7,143,2
10,8.8,85,10.7,24,8.3,19.5,83,11.1,0.22,3.8,145,2
9.2,7.8,83,10.9,27,8.3,15.7,80,11.2,0.21,3.7,143,2
8.5,8.3,81,11,26,11.5,24.3,78,11.3,0.22,4,144,2
8.2,10.8,82,10.8,21,12.2,39.6,76,11.6,0.21,4,145,2
8.8,14.1,77,11.6,19,12.5,98.4,77,11.3,0.46,4.4,144,2
NaN,20.4,80,11,9,16.8,124.7,77,11.4,0.37,4.1,148,3
8.1,23.6,79,11.1,10,21.1,188.8,75,11.9,0.66,3.9,154,3
8.7,27.3,78,11.1,7,21.9,125.5,71,12.2,0.57,4.1,145,5
11.4,37,77,11.2,5,23.6,313.8,73,11.9,1.22,3.5,157,12
14.4,61.8,80,10.8,3,42,275.6,72,12.2,0.83,3.8,149,36
14.4,80.3,80,11,3,50.6,250.6,72,12.1,0.74,3.9,156,62
10.9,52.1,73,12.6,8,38.6,190.2,69,12.8,0.6,4.2,154,170
NaN,35,62,15.2,19,37.3,119.5,60,15.1,0.42,4.8,154,301
7.7,24.8,55,16.8,29,33.5,115.9,51,17.7,0.39,5.4,143,414
7.3,19.8,51,17.7,33,21.8,95.9,45,19.1,0.36,5.1,142,414
6.7,16.2,49,18.7,38,13.1,NaN,43,19.5,0.28,4.6,146,386
6.9,15,47,19.4,40,14,68.1,41,20.5,0.3,5.6,144,477
8,17.8,46,19.9,39,16.6,83.6,42,20.3,NaN,4.5,146,308
6.4,15.7,45,20.3,41,9.6,70.8,41,20.8,0.33,4.2,147,535
6.2,12.8,42,21.2,46,17.5,109.3,37,22.6,0.47,4,139,538
6.6,14.7,40,22.3,47,16.9,89.4,35,23.2,0.44,3.7,148,572
7.1,14.1,38,23,50,2.1,79.6,34,23.5,0.33,4,145,596
7.1,13.7,36,23.5,53,7.9,113.1,33,24,0.44,3.1,151,469
8.9,17.8,37,23.6,48,20.1,127.1,34,24,0.55,2.7,157,366
9,18.4,44,23.5,40,18.8,159.3,34,24.1,0.8,2.5,143,310
12.9,23.5,55,22.5,22,16.5,100.1,34,23.8,0.51,1.6,165,290
16.4,31.2,58,21.6,13,13.7,83,41,22.8,0.48,0.6,152,153
19.7,38.9,61,20.5,7,21.6,108.6,54,21.3,0.64,1.1,315,84
23.1,59.7,69,19.3,2,37.7,246.8,49,20.6,0.92,1.5,157,33
25.2,70.6,75,17.9,2,49.1,237.3,47,19.9,1.14,2,160,7
30.6,75.7,77,17,2,39.2,205.3,51,19,1.07,1.4,156,4
27.9,67.7,79,16.1,1,40.6,217.3,56,18.1,1.01,2.7,147,3
32,64.5,77,15.7,2,38.3,121.7,56,17.9,0.52,3.1,178,3
17.5,41.8,63,16.8,16,28,62.8,53,18.1,0.35,5.5,146,3
11.9,19.8,54,18.2,32,21.2,68.1,54,17.8,0.39,5.4,138,3
11.7,15,54,18.2,32,11.5,47.1,53,17.9,0.28,3.4,136,3
13,18.4,58,17.2,24,15.8,55.7,52,17.9,0.33,3.2,151,2
11.6,13.2,55,17.7,31,14.4,36.9,53,17.6,0.24,2.8,157,2
11.7,12.2,57,17.2,30,9.2,29.8,54,17.3,0.25,2.8,148,2
11.9,15.4,59,16.3,26,11,39.6,54,17.1,0.24,3.6,150,2
11.4,9.9,56,17.1,35,10.7,27.7,54,17.1,0.23,3.1,156,2
11,7.6,57,17,39,8.3,26.7,56,16.5,0.18,2.9,162,2
11.6,6.2,56,17.1,41,1.5,16.1,57,16.2,0.19,3.1,155,2
10.5,NaN,57,16.8,38,7,12.8,58,15.9,0.18,3.6,165,2
10.7,11.6,63,15.1,24,11.2,13.4,58,15.7,0.16,4.4,126,1
11.4,17.6,68,13.9,13,8.9,14.4,61,15.1,0.17,3,150,1
11.6,14.7,65,14.4,22,10.1,19.3,65,14.4,0.18,4.4,141,1
11.3,13.7,61,15.3,27,7.6,17.2,66,14,0.2,3.9,146,2
10.5,7.7,60,15.7,35,11.2,28.4,72,12.9,0.22,3.6,139,2
10.5,7.1,61,15.2,NaN,16.8,36.7,71,13,0.21,4,136,2
10.4,6.8,63,14.9,35,13.2,60.6,71,12.8,0.25,4.4,135,1
11.4,10,66,14,25,15,78.2,70,13,0.3,3.2,155,1
12,13.7,65,14.2,20,23.9,121.9,70,13,0.31,3.9,153,2
12.3,22,67,13.7,11,24.3,126.1,76,11.8,0.46,4.2,156,2
13.7,37.6,70,13,4,25.6,222.5,71,12.7,0.64,4.2,149,2
17.1,47,72,12.5,3,36.2,343.4,67,13.4,1.09,3,148,4
17.4,64.9,70,12.8,4,51.6,335.6,66,13.6,1.32,4.1,149,13
19.4,75,68,13.5,3,59.6,266.7,64,14.1,0.75,3.5,140,58
17.2,47.4,58,15.9,10,60.4,245.6,58,15.6,0.7,3.7,137,141
20.2,65.2,63,15.4,5,55.2,215.4,55,16.3,0.67,4.1,131,108
18.8,67.6,61,16,7,47.1,179.3,55,16.6,0.59,4.8,141,174
17.3,40.2,54,18,16,39.9,189.9,52,17.9,0.65,4.8,148,235
18.2,42.3,55,18.5,12,43.9,159,49,19.1,0.56,4.4,148,308
19.4,44.4,53,19.7,14,38.8,119,43,21.3,0.42,3.2,144,493
27.9,28.4,50,20.4,21,32.8,134,42,22,0.52,2.2,153,328
20.5,35.6,53,20.3,12,22,NaN,44,21.3,0.32,1.5,160,190
22,40.6,56,20.3,8,20.1,104.2,44,21.4,0.4,1,93,160
26.3,46.1,63,19,5,26.6,105.1,48,20.9,NaN,2.3,328,138
26.2,35.9,69,17.4,5,28.7,107,60,18.9,0.52,3.1,333,93
26.7,31.6,70,16.8,5,19.9,87.4,65,17.6,0.46,2.5,342,65
28.3,31.4,73,16.6,4,34.7,NaN,68,17,NaN,1.6,334,52
42.4,49.5,73,16.7,3,NaN,NaN,65,17.6,NaN,2.6,357,63
34.1,48.9,71,17.2,4,NaN,NaN,60,18.6,NaN,4.2,9,81
39.2,39.5,72,16.8,3,NaN,70.2,65,17.8,NaN,4.1,1,58
34.8,38.3,75,16.5,3,52.5,NaN,69,17.2,0.43,2.1,355,47
37.2,39,78,16.2,2,18.3,NaN,74,16.6,0.49,2.6,323,29
37.6,46.6,80,15.9,1,42.1,106.1,72,16.6,0.85,1.3,5,13
35.4,52.3,80,15.7,1,35.8,151.3,71,16.6,0.73,1.1,67,5
33.7,51.1,79,15.7,1,41.8,115.3,72,16.3,0.52,1.5,25,4
33.1,52.3,79,15.7,1,37.2,65.4,69,16.5,0.39,0.9,39,3
34.7,52.5,78,15.8,2,33.2,58.8,70,16.3,0.36,0.8,8,3
34.1,49.9,78,15.7,2,29.5,62.7,72,16,0.36,1.4,310,2
37.2,50.5,82,15.2,2,27.9,59,77,15.5,0.34,1.8,277,2
30.4,45.1,87,14.7,1,22.8,56.8,84,14.8,0.37,1.2,319,2
29.1,40.5,91,14,1,20.3,101,87,14.4,0.47,0.7,234,2
29.6,43.2,93,13.9,1,27,118.4,88,14.4,0.57,1,150,2
30.9,53.6,93,14.1,1,32.5,109.8,91,14.2,0.57,0.2,259,2
30,54.1,94,14,1,32.7,90.9,92,14,0.53,0.2,243,2
29.3,54.6,95,13.8,1,24.7,68.8,95,13.8,0.44,0.8,69,3
28.1,44.8,96,13.9,1,15.2,55.3,95,13.7,0.35,0.6,134,3
26.5,31.3,96,13.8,5,29.6,40.3,95,13.7,0.29,2.6,155,4
22.5,21.8,96,13.7,11,27.5,35.1,95,13.5,0.3,3.1,169,3
22.9,22.4,95,13.7,8,14.4,40.3,96,13.4,0.3,4,156,2
21.5,NaN,95,13.5,9,21.1,37.2,96,13.3,0.28,3.6,156,2
19.7,21.9,95,13.3,8,15.3,34.5,96,13.2,0.28,3.9,154,2
18.3,20.4,95,13.2,10,13.5,33.9,96,13.1,0.26,3.8,167,2
11.7,13,95,13.2,29,19.6,22.4,93,13.3,0.19,3,159,2
NaN,12.3,92,13.5,28,7.9,18.6,91,13.5,0.18,3.4,128,2
11.3,10.7,91,13.5,31,7.8,22.6,92,13.3,0.2,3.5,141,1
13,12.1,91,13.4,NaN,12.8,43.5,93,13.1,0.23,3,146,2
11.8,12.3,91,13.4,23,8.4,41.9,91,13.2,0.22,2.6,145,2
9.7,13.1,88,13.6,24,11.1,59,90,13.3,0.27,2.8,147,3
8.4,15.1,86,13.7,25,11.8,140.2,89,13.4,0.58,2.7,149,4
7.9,18.2,86,13.5,22,16.6,130.5,89,13.2,0.46,2.6,172,4
8.5,24.6,88,13,12,11.7,145.7,86,13.3,0.62,2.7,151,10
9.1,32.2,90,12.7,6,17.5,185.4,86,13.3,0.49,2.4,152,33
9.7,38.6,91,12.6,5,21.5,161.9,87,13.1,0.55,2.4,159,50
9.6,42.5,91,12.6,8,17.8,122.3,88,12.9,0.43,1.6,161,77
8.7,31,84,13.9,17,14.5,124.6,84,13.8,0.45,2.8,153,237
8.3,29.6,81,14.7,18,23.9,151.4,78,15.3,0.53,3.4,150,300
7.6,28.6,79,15.2,22,49.8,126.3,75,15.9,0.45,2.7,146,252
7.3,22.7,77,15.6,25,21.4,135.4,72,16.4,0.49,2.4,136,249
7.4,18.4,75,16,29,26.7,109.1,71,16.6,0.38,2,145,342
6.4,15,69,17.1,37,24.5,69.5,67,17.5,0.35,1.1,156,414
6.3,16.4,68,17.5,35,18.4,93.6,64,18.3,0.41,1.7,176,427
6.3,18.6,66,17.7,36,25.7,NaN,60,19.1,0.37,1.8,158,457
6.6,21.6,65,18,37,14.3,34.1,61,18.2,0.24,1.3,229,472
5.9,15.1,61,18.6,54,0.5,35.3,61,18.4,NaN,1,257,458
7.3,15.9,59,18.9,60,3.9,54,58,18.8,0.3,1.3,327,418
6.5,14.5,60,18.9,58,27.7,63.9,58,18.9,0.33,1.7,337,364
6,9.1,60,19,63,31.6,57.7,58,18.9,0.29,2,7,304
6.2,9.2,60,18.8,63,13.9,45.3,58,18.9,0.32,2.4,17,236
6.6,9.5,62,18.6,58,11.9,57.3,60,18.7,0.32,2.3,7,152
NaN,12,65,18.2,49,17,45.2,63,18.4,0.32,2,343,45
7.1,13.6,68,17.4,43,13.1,70.8,66,17.7,0.4,2.3,328,21
8.9,28,72,16.7,15,15.5,172.5,71,16.8,0.98,2.2,266,6
10.9,39.1,77,15.8,6,26.4,204,76,15.7,0.87,2.1,190,4
12.4,43.9,81,14.6,2,26.1,103,76,15.1,0.51,1.3,195,4
16.9,52.1,85,13.8,2,17.5,66.4,78,14.5,0.39,1.4,244,4
17,46.2,88,13,2,21.4,153.1,81,14,0.71,0.9,224,4
13.8,45.5,89,12.6,2,30.1,175.7,85,13.2,0.81,2,150,3
14,37.1,89,12.6,2,31.3,112,87,12.9,0.59,1.5,124,3
14.4,36.7,90,12.3,2,20.3,92.5,87,12.7,0.5,0.7,168,2
15,39.1,92,11.8,2,19.4,96,88,12.5,0.5,1.2,76,2
15,35.9,92,11.4,1,25.4,108,89,12,0.62,0.9,164,2
14.8,37.4,93,11.2,2,25.2,98.8,91,11.4,0.62,1.3,107,3
14.4,34.7,92,11.1,2,16.5,105.8,91,11.2,0.62,0.8,161,3
NaN,30.5,93,10.9,2,23.4,90.1,92,10.9,0.48,1,134,2
14.2,26.8,93,10.7,2,35.4,63.5,92,10.7,0.41,1.4,134,2
12.7,22.1,94,10.5,2,22,56.9,91,11,0.39,2,130,2
11.3,19.7,94,10.2,6,17,48.3,90,10.7,0.3,2.9,137,1
9.6,14.5,93,10.4,11,16,51,90,10.7,0.31,3.1,142,2
9.2,12.2,91,10.3,11,12.3,40.1,89,10.4,0.37,3.3,145,2
9.5,NaN,92,10.1,5,12.6,29.1,89,10.7,0.27,2.9,150,2
9.4,16.7,92,10,4,14.1,23.9,85,11.2,0.23,2.6,166,2
8.7,15.9,92,9.9,6,12.7,35.3,88,10.7,0.25,2.5,148,2
8.7,9.9,91,10.4,14,5.9,28.4,86,10.9,0.21,2.7,158,2
8.3,12.4,87,10.5,10,10.4,61.9,85,10.8,0.24,2.3,170,2
9.3,23.1,89,9.7,2,12,82.6,82,11.5,0.27,4,150,3
10.1,32.2,90,9,NaN,11.8,91.9,82,11.6,0.51,4.2,145,3
9.9,34.4,91,8.8,2,16.2,112.1,80,11.7,0.42,3.4,149,3
11.2,58.6,91,8.7,2,18.9,251.7,80,11.6,1.07,3,169,3
16.5,97.1,91,8.9,2,29,230.9,78,12,0.94,4,146,13
18,142.3,89,9.5,2,36.7,196.3,78,11.8,0.58,3.9,145,40
15.9,118.5,86,10.3,3,31.1,181.6,78,11.9,0.5,3.9,150,96
14.7,93,79,11.8,4,32.2,186.8,75,12.6,0.67,3.9,149,212
11.2,56.6,71,14.2,11,31,148.5,67,14.8,0.52,4.2,147,265
8.5,31.4,67,15.2,19,31.6,114.6,62,16.1,0.42,3.6,148,317
8,21.5,65,15.4,23,21.7,144.9,62,16.1,0.48,3.5,146,208
8,21.2,62,16.5,24,14.3,122.1,58,17,0.4,3.3,145,330
NaN,23.6,61,17.1,23,30.5,124.6,53,18.4,0.51,2.6,153,321
7.8,25.4,58,18.1,25,11.8,107.1,50,19.5,0.5,1.9,150,454
6.7,18.9,55,18.8,31,14.8,120.4,50,19.3,0.58,1.1,142,362
6.4,15.5,54,18.9,33,13.6,113.6,48,19.8,0.49,0.9,87,447
6.9,17,53,19.3,33,16.5,117.3,48,19.9,0.66,0.5,78,423
7.5,21.7,52,19.8,28,3.6,NaN,48,19.8,0.38,0.4,204,378
8.7,23.8,54,20.1,24,22.7,69.6,51,20.1,0.66,0.5,172,290
10.3,21.2,58,20,25,28.7,59.4,58,20,NaN,1.9,321,333
11.4,19.6,61,19.6,23,17,63.5,58,20,0.4,3.2,319,330
NaN,19.5,62,19.5,21,17.8,85.1,59,19.8,0.47,2.6,324,212
13.3,20,65,19.4,17,20.7,74.1,61,19.6,0.51,2,325,192
15.9,29.1,68,18.7,7,24.3,67.1,63,19,0.4,1.8,314,44
19.3,42.7,75,17.3,2,21.8,92.2,70,17.5,0.49,1.1,315,15
21.8,41.2,80,15.9,1,27.7,214.4,76,16.4,0.9,0.7,235,6
24.6,52.8,83,15,1,43.8,221.8,79,15.9,1.14,1.3,189,4
28,61.3,87,14,1,40.1,200,76,15.5,0.84,0.5,176,4
31.5,72,88,13.4,2,34.8,196.3,77,14.7,0.92,1.5,173,4
34.2,80.9,87,13.1,2,31.5,117.1,76,14.2,0.55,1.8,152,3
31.9,79.4,88,12.6,2,26.9,97.3,76,13.9,0.48,1.7,162,3
NaN,72.6,88,12.3,2,21.6,114.6,79,13.4,0.59,2.4,143,2
30.5,69.2,88,12,2,26.2,168.4,84,13,0.88,2.2,147,2
29.1,61.1,90,11.4,2,33.5,161,86,12.5,0.88,3,153,2
27.3,55,91,11.1,2,33.5,111,83,12.6,0.6,3.7,144,3
23.5,48.4,88,11.2,2,22.5,97.3,78,13,0.42,3.7,140,4
21.2,45.3,88,10.9,2,22.6,90,76,13,0.4,4.3,145,3
18.7,36.4,88,10.6,2,19.1,112.1,80,12.3,0.49,3.5,146,3
23.5,32.4,89,10.3,2,17.7,87.3,86,11.1,0.46,2.3,149,3
17.4,34.7,90,9.9,2,22.7,105.8,84,11.4,0.48,2.5,149,3
16.4,41,90,9.7,2,27.5,83.6,86,10.9,0.44,2.2,155,3
15.1,34,91,9.5,2,26.6,70.6,85,10.8,0.36,2.5,152,2
14.5,30.2,90,9.4,2,12,66.2,80,11.3,0.3,3.1,146,2
13.7,27,89,9.3,2,16.4,65.8,76,11.6,0.27,2.7,159,2
13.6,28.4,91,9,2,17.3,84.1,80,10.8,0.33,3.6,147,2
13.5,NaN,90,8.8,2,15.7,45.8,82,10.4,0.24,3.1,151,2
NaN,28.7,88,8.8,2,18.8,28.4,72,11.8,0.18,3,156,2
NaN,31.9,90,8.4,2,10.6,26.7,73,11.4,0.19,2.1,282,2
13.3,30.2,91,7.8,2,10.5,33,82,9.9,0.24,0.6,47,2
13.3,31.9,93,7.5,2,11.4,55.1,87,8.8,0.34,2.4,158,2
10.5,28.5,90,8.6,7,13.6,53.9,84,9.3,0.26,3.6,157,3
9.2,14.4,75,11,NaN,20.3,25.7,77,10.2,0.22,4.3,152,3
8.6,10.9,76,10.8,19,9.7,47,75,10.5,0.24,4.8,147,7
9,15.4,78,10.3,12,16.8,51.1,75,10.6,0.24,4,149,30
8.3,13.5,73,11.4,20,18.4,73.7,71,11.5,0.37,3.6,144,123
7.9,11.1,67,12.9,23,20.4,69.7,69,12.2,0.34,4.1,151,190
7.4,11.3,63,14.1,24,22.9,84.1,62,14.1,0.41,3.9,146,258
6.9,10.3,60,14.9,28,21,88.5,55,16.2,0.39,4.2,149,317
6.9,9.7,58,15.7,29,12.3,77.5,51,17.3,0.37,3.9,148,375
NaN,9.5,54,17.2,32,0.7,62.7,48,18.5,0.35,3.4,144,422
6.8,9.1,51,18.5,35,3.6,60.5,46,19.4,0.34,3.4,142,455
6.4,8.5,48,19.3,38,1.2,72.1,44,20.3,0.36,3.2,148,476
6.1,7.9,48,19.9,40,4.6,56.8,42,21,0.37,3.1,147,488
5.8,7.9,48,20.4,41,8.7,64.4,40,21.8,0.35,2.5,153,481
NaN,8.8,46,21.2,43,1.3,73.5,42,21.4,0.38,2.6,132,465
6.9,10.6,44,21.8,44,0,74.9,42,21.5,0.38,2.8,156,438
7.2,9.6,45,22.1,46,9.1,87.9,40,22,0.52,1.8,145,370
7.7,9.2,45,22.2,50,25,NaN,40,22.3,0.47,2,128,334
7.7,9.4,46,22.3,48,20.2,91.6,41,22.2,0.52,1.7,154,290
8.5,9.4,46,22.1,47,17.3,169.5,41,21.9,NaN,2,159,212
8.9,12.8,49,21.6,36,22.9,149.3,48,21.1,0.81,2.5,162,158
9.9,17.7,52,20.7,26,35,133.8,47,21.3,0.61,1.1,151,53
11.5,27.3,60,18.8,11,28.1,96,53,19.5,0.55,1.7,140,15
13.6,48.3,62,17.6,3,20.3,193.4,54,18.7,0.78,3.4,163,4
11.8,39.4,62,17.1,4,30.4,181.9,56,17.9,0.72,2.4,158,3
12.1,32.5,66,16.1,6,37.8,227.5,60,17.2,1.09,1.5,162,2
14.1,37.1,68,15.5,3,34.7,182.2,63,16.4,0.81,2.4,157,2
15,33.5,71,15,4,36.4,120.9,63,16.2,0.53,2.9,139,2
22,45.7,76,14.1,2,23.8,144.8,70,15.1,0.54,2.6,129,1
21.4,44,81,13.5,2,29.8,146.8,75,14.1,0.69,1.5,161,1
20.9,39.9,84,12.9,2,32.2,167.4,76,14,0.83,1.9,168,2
23,44.6,84,12.6,2,29.3,128.8,78,13.5,0.66,0.9,158,2
23.1,43.8,86,12.1,2,26.3,152.5,79,13.2,0.7,1,147,2
22.5,43.7,87,11.7,2,32.7,97.8,79,12.9,0.66,0.7,199,2
20.2,43,87,11.5,2,25.6,108.2,79,12.7,0.55,0.6,171,2
18.7,39.1,87,11.3,2,16.4,127.9,80,12.4,0.5,0.7,186,2
20.1,29.4,87,11.2,2,19.9,82.3,81,12,0.45,0.4,163,2
19.3,30.3,90,10.6,2,22.1,88.1,82,11.6,0.44,0.8,177,2
19,29.3,91,10.2,2,19.4,97.8,78,12.1,0.38,0.8,178,2
18.5,29,91,10,2,20.8,73.1,76,12.3,0.3,0.7,166,2
17.6,29.9,92,9.8,2,23,69,76,12.2,0.29,0.6,243,1
15.7,22.3,89,10.1,3,18.2,72.7,79,11.6,0.29,0.6,308,1
20.6,40,90,9.7,2,21,76.2,82,10.8,0.31,0.9,26,1
18.7,41.8,92,9.2,2,24.8,68.1,83,10.6,0.33,0.7,199,1
18.1,42.8,93,8.9,2,18.5,53.9,86,9.9,0.3,0.3,142,1
17.3,NaN,93,8.9,2,15.3,51.9,85,9.9,0.28,0.8,146,1
17.3,40.5,91,8.9,2,21.4,40.2,82,10.8,0.29,2.8,332,2
15.3,28.2,92,8.4,2,18.7,25.9,87,10.1,0.27,1.7,355,2
15.2,24.2,94,8.4,2,18.2,31.6,88,9.8,0.27,1,184,1
16.6,23.6,94,8.7,2,15.6,30.1,88,9.7,0.3,0.9,239,2
15.6,25.5,94,8.6,2,16.1,41.4,90,9.1,0.31,1.2,153,9
15,25.3,91,9.5,NaN,15.4,48.4,89,9.4,0.29,2,122,38
16.8,24.8,84,11,6,19.9,65,84,10.4,0.33,2.2,124,83
17.2,33.5,83,11.7,4,29.4,43.8,78,11.5,0.27,1.6,112,119
15.9,34.9,82,12.4,3,33.9,66,73,12.7,0.35,1.3,109,37
18.2,33.4,81,12.9,4,26.8,75.3,76,12.6,0.47,1.8,159,40
16.6,39,81,13.4,3,25.6,137.1,75,13.4,0.66,1,129,87
17.8,52.7,79,14.7,4,31.3,217.6,73,14.8,0.85,0.9,158,137
18.5,47.2,77,16.1,7,40.6,199,71,16.1,0.78,0.7,133,126
18.1,43.9,76,16.9,5,38.4,179,68,17.1,0.8,0.4,184,121
21.2,46.4,76,17.2,5,37.1,136.8,70,17.4,0.73,1,161,150
19.4,46.6,73,17.5,8,31.9,97,67,17.9,0.61,0.9,107,192
15.6,30.4,67,18.4,24,28.3,84.8,63,18.7,0.47,1.6,121,371
11.2,16,60,19.2,49,19,56.2,56,19.6,0.37,1.8,107,351
10.4,9.7,58,19.5,57,11.6,95.2,55,19.8,0.44,2.5,127,232
11.4,8.4,58,19.4,56,8.8,105.5,55,19.6,0.51,2,117,212
11,6.8,58,19.2,60,3.5,103,58,19.1,0.52,2,97,129
10.7,7.2,63,18.4,55,17.9,NaN,61,18.5,0.46,1.3,69,133
NaN,14.7,66,18.1,38,30.9,89.3,62,18.3,0.49,0.8,72,75
11.9,14.1,67,17.9,41,35,110.2,62,18.3,NaN,0.7,52,51
16.9,26.4,71,17.2,16,33.9,106.3,64,17.9,0.66,0.9,271,7
16.1,35.6,75,16.7,16,29.3,47.7,63,17.9,0.33,3.1,326,3
12.3,12.5,90,14.7,50,14.6,34.6,83,15.5,0.23,4.6,351,5
12.6,9.5,92,14.3,49,12.8,47.3,88,14.7,0.28,2.3,320,4
13.1,13,92,14.1,39,6.9,55.8,85,14.9,0.29,1.9,111,4
13.1,13.6,93,13.8,32,7.2,69.4,90,14.2,0.32,3.2,156,3
NaN,11.9,92,14.1,36,15.2,60,92,14.1,0.31,3.1,142,3
10.8,11.4,89,14.4,39,16,37.5,90,14.3,0.26,2.8,128,3
9.8,9.4,88,14.6,41,12.5,38.4,88,14.4,0.23,3.2,158,3
10.1,9.3,88,14.6,38,12.1,40.5,89,14.3,0.29,3,141,3
10.3,9,88,14.6,37,4.9,47.6,89,14.4,0.3,2.4,155,3
11,9.4,89,14.4,31,13.7,37.8,89,14.3,0.27,2.1,151,3
10.8,10.1,89,14.3,30,14.8,21.8,90,14.2,0.23,2.4,150,3
10.1,8.9,91,14.2,30,17.4,28.8,91,14.1,0.23,1,175,3
11.8,9.8,93,13.9,21,22.2,23.4,93,13.9,0.25,1.1,149,3
10.7,11.1,94,13.7,21,13,15.9,94,13.7,0.23,3.4,138,3
10.4,8.2,91,13.7,27,14.3,14.7,94,13.4,0.19,3.7,139,3
10.1,7.9,92,13.3,25,8,15.8,93,13.3,0.2,3,123,3
10.5,9.1,93,12.8,17,9.2,14,93,13.1,0.18,2.3,183,3
NaN,11.2,94,12.7,12,8.5,21.7,93,12.8,0.23,0.6,192,2
11.2,12.4,95,12.8,7,14.3,21.4,94,12.7,0.26,0.8,149,3
9.6,9.7,92,13.1,21,14.2,12.3,94,12.6,0.2,2.1,142,3
NaN,6.9,89,13.5,27,8.7,13,92,12.9,0.18,2.9,151,3
9.1,8,88,13.7,25,11.4,15.3,90,13.3,0.18,3.7,173,3
9.2,8.2,87,14,24,10.9,19.2,86,13.8,0.17,5,149,3
8.1,NaN,82,14.4,30,11.4,26.9,87,13.8,0.19,4.4,144,3
8.7,8,80,14.6,32,10.1,55.1,83,14.2,0.22,4,149,3
7.6,7,77,15,36,9.3,84.3,79,14.6,0.36,2.7,140,3
7.4,9.3,76,15.1,32,7.7,88.1,77,15,0.38,3.7,166,7
7.8,15.1,76,15,25,13.7,104.2,76,15,0.5,4.8,163,23
7.7,16.6,74,15.3,25,13.4,103.5,73,15.5,0.49,5.3,153,71
7.7,16,72,15.7,NaN,17.5,112,73,15.7,0.44,3.3,173,138
7.3,13.5,69,16.5,28,18,106.5,67,16.8,0.43,3.8,164,243
6.7,13.7,66,17.1,30,18.5,78.8,63,17.7,0.32,4.5,165,334
6.3,12.7,63,17.6,31,20.6,74.9,59,18.3,0.3,2.2,172,322
6.6,15.6,60,18.5,29,11.4,76.1,56,19.3,0.32,2.9,171,311
6.9,15.8,59,18.7,29,6.4,77.7,56,19.2,0.28,2,158,279
7.1,14.2,57,19.2,31,16.6,93.3,54,19.7,0.39,4.4,143,354
6.6,16,54,20.2,33,21.1,83.2,49,21.4,0.35,4.4,137,475
6.2,12.2,50,21.1,39,7,73.4,46,21.9,0.32,4.9,144,446
6.2,12.5,47,22,39,0.7,79.5,44,22.3,0.38,3.2,150,397
6.5,16.1,45,22.7,39,5.3,109.9,42,22.8,0.43,2.3,150,453
6.7,15.7,44,23.3,40,20.2,121.3,40,23.7,0.68,2.3,174,411
6.5,16.5,42,23.5,39,21.9,121.8,40,23.7,0.79,3,171,344
6.8,14.2,43,23.3,41,18.4,161.1,38,24,0.57,2.7,170,267
8.8,25.2,43,23.2,37,31.9,118.4,39,23.6,0.48,0.9,168,215
